#Skill Dialog,,,,,,,
FormationSoulEditPage_HelpInfo_Content,FormationSoulEditPage_HelpInfo_Content,,FormationSoulEditPage_HelpInfo_Content,,,,
,,,,,,,
FormationSoulBreakdownPage_Title,Decompose,,分解,,,,
FormationSoulBreakdownPage_Toggle_Msg,Show battle circuits on other teams,,顯示其他隊伍中的戰鬥迴路,,,,
FormationSoulBreakdownPage_Desc_1,Choose a five-star or above battle circuit that needs to be decomposed,,選擇需要分解的五星或以上戰鬥迴路,,,,
FormationSoulBreakdownPage_Desc_2,Decomposing the combat circuit can return 50% of the materials awakened to UR and all strengthening materials,,分解戰鬥迴路可以返還50%覺醒至UR的材料和全部強化材料,,,,
FormationSoulBreakdownPage_OneClickAddAll,One click to add,,一鍵添加,,,,
FormationSoulBreakdownPage_Btn_Breakdown,Decompose,,分解,,,,
,,,,,,,
FormationSoulFilterMaterialPopup_Title,Filter,,篩選,,,,
FormationSoulFilterMaterialPopup_Section_1_Label,Artificial circuit,,人工迴路,,,,
FormationSoulFilterMaterialPopup_Section_1_Tag_1,<color=#E75B00>High grade</color>,,<color=#E75B00>高級</color>,,,,
FormationSoulFilterMaterialPopup_Section_1_Tag_2,<color=#8D00E5>Intermediate</color>,,<color=#8D00E5>中級</color>,,,,
FormationSoulFilterMaterialPopup_Section_1_Tag_3,<color=#00ADFF>Low level</color>,,<color=#00ADFF>低級</color>,,,,
FormationSoulFilterMaterialPopup_Section_2_Label,Combat circuit materials,,戰鬥迴路材料,,,,
FormationSoulFilterMaterialPopup_Section_2_Tag_1,<color=#E75B00>Orange</color>,,<color=#E75B00>橙色</color>,,,,
FormationSoulFilterMaterialPopup_Section_2_Tag_2,<color=#8D00E5>Purple</color>,,<color=#8D00E5>紫色</color>,,,,
FormationSoulFilterMaterialPopup_Section_2_Tag_3,<color=#00ADFF>Blue</color>,,<color=#00ADFF>藍色</color>,,,,
FormationSoulFilterMaterialPopup_Section_3_Label,Other functions,,其他功能,,,,
FormationSoulFilterMaterialPopup_Section_3_Tag_1,,,,,,,
,,,,,,,
FormationSoulFusionConfirmPopup_Title,Fusion,,合成,,,,
FormationSoulFusionConfirmPopup_Label_1,Whether to use these three combat circuits as materials,,是否使用這三個戰鬥迴路作為素材,,,,
FormationSoulFusionConfirmPopup_Label_2,Synthesize the following combat circuit,,合成以下戰鬥迴路,,,,
,,,,,,,
FormationSoulFusionPage_Title,Fusion,,合成,,,,
FormationSoulFusionPage_Notice_SelectStar,Select synthetic combat circuit star rating,,選擇合成戰鬥迴路星級,,,,
FormationSoulFusionPage_Notice_ResultDesc,Three combat circuits of the same star rating can be combined into a selected combat circuit of the same star rating.,,三個同星級戰鬥迴路可以合成一個同星級的所選戰鬥迴路,,,,
FormationSoulFusionPage_OneClickAdd,One click to add,,一鍵添加,,,,
FormationSoulFusionPage_Btn_Fusion,Fuse,,合成,,,,
,,,,,,,
FormationSoulFusionSelectionPopup_Title,Battle circuit selection,,戰鬥迴路選擇,,,,
FormationSoulFusionSelectionPopup_Desc,100% of the experience of the enhanced combat circuit will be transferred to the synthesized combat circuit.,,已強化戰鬥迴路的經驗會100%轉移到所合成的戰鬥迴路中,,,,
FormationSoulFusionSelectionPopup_SelectedLabel,Chosen :,,已選擇 :,,,,
,,,,,,,
FormationSoulRedirectPopup_Title,How to get it,,獲取途徑,,,,
FormationSoulRedirectPopup_OwnedAmount,Quantity owned :,,擁有數量 :,,,,
FormationSoulRedirectPopup_GoTo,Go to,,前往,,,,
,,,,,,,
FormationSoulState,Battle circuit,,戰鬥迴路,,,,
,,,,,,,
SoulName_Type_01,Divine favor,,神力眷顧,,,,
SoulName_Type_02,Diamond stardust,,鑽石星塵,,,,
SoulName_Type_03,Disappear into thin air,,煙消雲散,,,,
SoulName_Type_04,Power of the Gods,,眾神之力,,,,
SoulName_Type_05,Cosmic explosion,,宇宙爆發,,,,
SoulName_Type_06,Close combat,,短兵相接,,,,
SoulName_Type_07,Trojan Horse Massacre,,木馬屠城,,,,
SoulName_Type_08,Siphon of life,,生命虹吸,,,,
SoulName_Position_p1,One,,一,,,,
SoulName_Position_p2,Two,,二,,,,
SoulName_Position_p3,Three,,三,,,,
SoulName_Position_p4,Four,,四,,,,
SoulName_Format,{0}-{1},,{0}-{1},,,,
SoulPosition_p1,Position one,,位置一,,,,
SoulPosition_p2,Position two,,位置二,,,,
SoulPosition_p3,Position three,,位置三,,,,
SoulPosition_p4,Position four,,位置四,,,,
SoulSkill_Type_01_All,Skill Description of Divine Favor,,神力眷顧的技能描述,,,,
SoulSkill_Type_01_Rank_1,Skill Description of Divine Favor Grade 1,,神力眷顧等級 1 的技能描述,,,,
SoulSkill_Type_01_Rank_2,Skill Description of Divine Favor Grade 2,,神力眷顧等級 2 的技能描述,,,,
SoulSkill_Type_01_Rank_3,Skill Description of Divine Favor Grade 3,,神力眷顧等級 3 的技能描述,,,,
SoulSkill_Type_01_Rank_4,Skill Description of Divine Favor Grade 4,,神力眷顧等級 4 的技能描述,,,,
SoulSkill_Type_01_Rank_5,Skill Description of Divine Favor Grade 5,,神力眷顧等級 5 的技能描述,,,,
SoulSkill_Type_02_All,Diamond Stardust skill description,,鑽石星塵的技能描述,,,,
SoulSkill_Type_02_Rank_1,Diamond Stardust Grade 1 skill description,,鑽石星塵等級 1 的技能描述,,,,
SoulSkill_Type_02_Rank_2,Diamond Stardust Grade 2 skill description,,鑽石星塵等級 2 的技能描述,,,,
SoulSkill_Type_02_Rank_3,Diamond Stardust Grade 3 skill description,,鑽石星塵等級 3 的技能描述,,,,
SoulSkill_Type_02_Rank_4,Diamond Stardust Grade 4 skill description,,鑽石星塵等級 4 的技能描述,,,,
SoulSkill_Type_02_Rank_5,Diamond Stardust Grade 5 skill description,,鑽石星塵等級 5 的技能描述,,,,
SoulSkill_Type_03_All,Disappearing skill description,,煙消雲散的技能描述,,,,
SoulSkill_Type_03_Rank_1,Disappear in Smoke Grade 1 skill description,,煙消雲散等級 1 的技能描述,,,,
SoulSkill_Type_03_Rank_2,Disappear in Smoke Grade 2 skill description,,煙消雲散等級 2 的技能描述,,,,
SoulSkill_Type_03_Rank_3,Disappear in Smoke Grade 3 skill description,,煙消雲散等級 3 的技能描述,,,,
SoulSkill_Type_03_Rank_4,Disappear in Smoke Grade 4 skill description,,煙消雲散等級 4 的技能描述,,,,
SoulSkill_Type_03_Rank_5,Disappear in Smoke Grade 5 skill description,,煙消雲散等級 5 的技能描述,,,,
SoulSkill_Type_04_All,Power of the Gods skill description,,眾神之力的技能描述,,,,
SoulSkill_Type_04_Rank_1,Power of the Gods Grade 1 skill description,,眾神之力等級 1 的技能描述,,,,
SoulSkill_Type_04_Rank_2,Power of the Gods Grade 2 skill description,,眾神之力等級 2 的技能描述,,,,
SoulSkill_Type_04_Rank_3,Power of the Gods Grade 3 skill description,,眾神之力等級 3 的技能描述,,,,
SoulSkill_Type_04_Rank_4,Power of the Gods Grade 4 skill description,,眾神之力等級 4 的技能描述,,,,
SoulSkill_Type_04_Rank_5,Power of the Gods Grade 5 skill description,,眾神之力等級 5 的技能描述,,,,
SoulSkill_Type_05_All,Cosmic Explosion skill description,,宇宙爆發的技能描述,,,,
SoulSkill_Type_05_Rank_1,Cosmic Explosion Grade 1 skill description,,宇宙爆發等級 1 的技能描述,,,,
SoulSkill_Type_05_Rank_2,Cosmic Explosion Grade 2 skill description,,宇宙爆發等級 2 的技能描述,,,,
SoulSkill_Type_05_Rank_3,Cosmic Explosion Grade 3 skill description,,宇宙爆發等級 3 的技能描述,,,,
SoulSkill_Type_05_Rank_4,Cosmic Explosion Grade 4 skill description,,宇宙爆發等級 4 的技能描述,,,,
SoulSkill_Type_05_Rank_5,Cosmic Explosion Grade 5 skill description,,宇宙爆發等級 5 的技能描述,,,,
SoulSkill_Type_06_All,Hand-to-hand skill description,,短兵相接的技能描述,,,,
SoulSkill_Type_06_Rank_1,Hand-to-hand Grade 1 skill description,,短兵相接等級 1 的技能描述,,,,
SoulSkill_Type_06_Rank_2,Hand-to-hand Grade 2 skill description,,短兵相接等級 2 的技能描述,,,,
SoulSkill_Type_06_Rank_3,Hand-to-hand Grade 3 skill description,,短兵相接等級 3 的技能描述,,,,
SoulSkill_Type_06_Rank_4,Hand-to-hand Grade 4 skill description,,短兵相接等級 4 的技能描述,,,,
SoulSkill_Type_06_Rank_5,Hand-to-hand Grade 5 skill description,,短兵相接等級 5 的技能描述,,,,
SoulSkill_Type_07_All,Trojan horse massacre skill description,,木馬屠城的技能描述,,,,
SoulSkill_Type_07_Rank_1,Trojan Horse Massacre Grade 1 skill description,,木馬屠城等級 1 的技能描述,,,,
SoulSkill_Type_07_Rank_2,Trojan Horse Massacre Grade 2 skill description,,木馬屠城等級 2 的技能描述,,,,
SoulSkill_Type_07_Rank_3,Trojan Horse Massacre Grade 3 skill description,,木馬屠城等級 3 的技能描述,,,,
SoulSkill_Type_07_Rank_4,Trojan Horse Massacre Grade 4 skill description,,木馬屠城等級 4 的技能描述,,,,
SoulSkill_Type_07_Rank_5,Trojan Horse Massacre Grade 5 skill description,,木馬屠城等級 5 的技能描述,,,,
SoulSkill_Type_08_All,Life Siphon skill description,,生命虹吸的技能描述,,,,
SoulSkill_Type_08_Rank_1,Life Siphon Grade 1 skill description,,生命虹吸等級 1 的技能描述,,,,
SoulSkill_Type_08_Rank_2,Life Siphon Grade 2 skill description,,生命虹吸等級 2 的技能描述,,,,
SoulSkill_Type_08_Rank_3,Life Siphon Grade 3 skill description,,生命虹吸等級 3 的技能描述,,,,
SoulSkill_Type_08_Rank_4,Life Siphon Grade 4 skill description,,生命虹吸等級 4 的技能描述,,,,
SoulSkill_Type_08_Rank_5,Life Siphon Grade 5 skill description,,生命虹吸等級 5 的技能描述,,,,
,,,,,,,
#herotalent,,,,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_1,After receiving a "normal attack"，150 points of "Holy Spirit Value" will be restored.,,自身承受「普通攻擊」後回復150點「聖靈值」。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_2,Increases own "health" by 1200 points.,,自身「生命值」增加1200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_3,Unlock Tier 1 potential.,,解鎖第1層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_4,Increases the "defense value" of all our Star Gods by 480 points.,,使我方全體星神「防禦值」增加480點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_5,Unlock Tier 2 potential.,,解鎖第2層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_6,Increases own "anti-crime rate" by 15%.,,自身「抗暴率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_7,The own "defense value" increases by 2160 points.,,自身「防禦值」增加2160點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_8,Unlock Tier 3 potential.,,解鎖第3層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_9,All basic attributes of self increase by 5%.,,自身所有基礎屬性增加5%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_10,Self's "damage increase" and "damage reduction" increase by 8%.,,自身「增傷」及「減傷」增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_11,Increases own "debuff evasion rate" by 15%.,,自身「減益閃避率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_12,Unlock Tier 4 potential.,,解鎖第4層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_13,Increases the "defense value" of all our Star Gods by 720 points.,,使我方全體星神「防禦值」增加720點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_14,All basic attributes of self increase by 8%.,,自身所有基礎屬性增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_15,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_16,Its own "defense value" increases by 4320 points.,,自身「防禦值」增加4320點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_17,Increases own "Vampire rate" by 15%.,,自身「Vampire率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_18,Unlock level 5 potential.,,解鎖第5層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_19,All basic attributes of self increase by 10%.,,自身所有基礎屬性增加10%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1101_20,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_1,After receiving a "normal attack"， 150 points of "Holy Spirit Value" will be restored.,,自身承受「普通攻擊」後回復150點「聖靈值」。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_2,Increases own "Attack Power" by 200 points.,,自身「攻擊力」增加200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_3,Unlock Tier 1 potential.,,解鎖第1層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_4,Increases the "defense value" of all our Star Gods by 480 points.,,使我方全體星神「防禦值」增加480點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_5,Unlock Tier 2 potential.,,解鎖第2層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_6,Increases own "reverse damage rate" by 8%.,,自身「反傷率」增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_7,Increases own "health" by 21600 points.,,自身「生命值」增加21600點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_8,Unlock Tier 3 potential.,,解鎖第3層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_9,All basic attributes of self increase by 5%.,,自身所有基礎屬性增加5%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_10,Self's "damage increase" and "damage reduction" increase by 8%.,,自身「增傷」及「減傷」增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_11,Increases own "anti-crime rate" by 20%.,,自身「抗暴率」增加20%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_12,Unlock Tier 4 potential.,,解鎖第4層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_13,Increases the "defense value" of all our Star Gods by 720 points.,,使我方全體星神「防禦值」增加720點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_14,All basic attributes of self increase by 8%.,,自身所有基礎屬性增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_15,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_16,Its own "health" increases by 43200 points.,,自身「生命值」增加43200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_17,The own "Beast God Damage Reduction Rate" increases by 30%.,,自身「獸神減傷率」增加30%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_18,Unlock level 5 potential.,,解鎖第5層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_19,All basic attributes of self increase by 10%.,,自身所有基礎屬性增加10%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1102_20,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_1,After receiving a "normal attack"， 150 points of "Holy Spirit Value" will be restored.,,自身承受「普通攻擊」後回復150點「聖靈值」。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_2,Increases own "health" by 1200 points.,,自身「生命值」增加1200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_3,Unlock Tier 1 potential.,,解鎖第1層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_4,Increases the "defense value" of all our Star Gods by 480 points.,,使我方全體星神「防禦值」增加480點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_5,Unlock Tier 2 potential.,,解鎖第2層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_6,Increases own "anti-crime rate" by 15%.,,自身「抗暴率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_7,The own "defense value" increases by 2160 points.,,自身「防禦值」增加2160點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_8,Unlock Tier 3 potential.,,解鎖第3層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_9,All basic attributes of self increase by 5%.,,自身所有基礎屬性增加5%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_10,Self's "damage increase" and "damage reduction" increase by 8%.,,自身「增傷」及「減傷」增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_11,Increases own "reverse damage rate" by 12%.,,自身「反傷率」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_12,Unlock Tier 4 potential.,,解鎖第4層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_13,Increases the "defense value" of all our Star Gods by 720 points.,,使我方全體星神「防禦值」增加720點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_14,All basic attributes of self increase by 8%.,,自身所有基礎屬性增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_15,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_16,Its own "health" increases by 43200 points.,,自身「生命值」增加43200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_17,Increases own "debuff evasion rate" by 20%.,,自身「減益閃避率」增加20%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_18,Unlock level 5 potential.,,解鎖第5層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_19,All basic attributes of self increase by 10%.,,自身所有基礎屬性增加10%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1103_20,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_1,After our star god uses "normal attack"，he will immediately recover 50 points of "Holy Spirit Value".,,我方星神使用「普通攻擊」後，自身立即回復50點「聖靈值」。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_2,Increases own "health" by 1200 points.,,自身「生命值」增加1200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_3,Unlock Tier 1 potential.,,解鎖第1層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_4,Increase the "health value" of all our Star Gods by 4800 points.,,使我方全體星神「生命值」增加4800點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_5,Unlock Tier 2 potential.,,解鎖第2層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_6,Increases own "anti-crime rate" by 15%.,,自身「抗暴率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_7,Increases own "health" by 21600 points.,,自身「生命值」增加21600點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_8,Unlock Tier 3 potential.,,解鎖第3層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_9,All basic attributes of self increase by 5%.,,自身所有基礎屬性增加5%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_10,Self's "damage increase" and "damage reduction" increase by 8%.,,自身「增傷」及「減傷」增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_11,Increases own "debuff evasion rate" by 15%.,,自身「減益閃避率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_12,Unlock Tier 4 potential.,,解鎖第4層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_13,Increase the "health value" of all our star gods by 7200 points.,,使我方全體星神「生命值」增加7200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_14,All basic attributes of self increase by 8%.,,自身所有基礎屬性增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_15,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_16,Increases own "Attack Power" by 7200 points.,,自身「攻擊力」增加7200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_17,Increases own "healing rate" by 20%.,,自身「治療率」增加20%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_18,Unlock level 5 potential.,,解鎖第5層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_19,All basic attributes of self increase by 10%.,,自身所有基礎屬性增加10%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1104_20,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_1,After using "normal attack"， you can recover an additional 200 "Holy Spirit Points".,,自身使用「普通攻擊」後額外回復200點「聖靈值」。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_2,Increases own "Attack Power" by 200 points.,,自身「攻擊力」增加200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_3,Unlock Tier 1 potential.,,解鎖第1層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_4,Increases the "Attack Power" of all our star gods by 800 points.,,使我方全體星神「攻擊力」增加800點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_5,Unlock Tier 2 potential.,,解鎖第2層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_6,The damage caused by itself to the enemy Star God ignores 8% of the target's "Defense Value".,,自身對敵方星神造成的傷害無視目標8%「防禦值」。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_7,Increases own "Attack Power" by 3600 points.,,自身「攻擊力」增加3600點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_8,Unlock Tier 3 potential.,,解鎖第3層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_9,All basic attributes of self increase by 5%.,,自身所有基礎屬性增加5%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_10,Self's "damage increase" and "damage reduction" increase by 8%.,,自身「增傷」及「減傷」增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_11,Increases own "crit rate" by 20%.,,自身「暴擊率」增加20%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_12,Unlock Tier 4 potential.,,解鎖第4層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_13,Increases the "Attack Power" of all our star gods by 1200 points.,,使我方全體星神「攻擊力」增加1200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_14,All basic attributes of self increase by 8%.,,自身所有基礎屬性增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_15,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_16,Its own "health" increases by 43200 points.,,自身「生命值」增加43200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_17,Increases own "Vampire rate" by 15%.,,自身「Vampire率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_18,Unlock level 5 potential.,,解鎖第5層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_19,All basic attributes of self increase by 10%.,,自身所有基礎屬性增加10%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1105_20,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_1,After using "normal attack"， you can recover an additional 200 "Holy Spirit Points".,,自身使用「普通攻擊」後額外回復200點「聖靈值」。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_2,Increases own "Attack Power" by 200 points.,,自身「攻擊力」增加200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_3,Unlock Tier 1 potential.,,解鎖第1層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_4,Increases the "Attack Power" of all our star gods by 800 points.,,使我方全體星神「攻擊力」增加800點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_5,Unlock Tier 2 potential.,,解鎖第2層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_6,Increases own "crit rate" by 15%.,,自身「暴擊率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_7,Increases own "health" by 21600 points.,,自身「生命值」增加21600點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_8,Unlock Tier 3 potential.,,解鎖第3層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_9,All basic attributes of self increase by 5%.,,自身所有基礎屬性增加5%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_10,Self's "damage increase" and "damage reduction" increase by 8%.,,自身「增傷」及「減傷」增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_11,The damage caused by itself to the enemy Star God ignores 12% of the target's "Defense Value".,,自身對敵方星神造成的傷害無視目標12%「防禦值」。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_12,Unlock Tier 4 potential.,,解鎖第4層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_13,Increases the "Attack Power" of all our star gods by 1200 points.,,使我方全體星神「攻擊力」增加1200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_14,All basic attributes of self increase by 8%.,,自身所有基礎屬性增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_15,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_16,Increases own "Attack Power" by 7200 points.,,自身「攻擊力」增加7200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_17,Increases own "Vampire rate" by 15%.,,自身「Vampire率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_18,Unlock level 5 potential.,,解鎖第5層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_19,All basic attributes of self increase by 10%.,,自身所有基礎屬性增加10%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1106_20,Self's "damage increase" and "damage reduction" increase by 12%.,,自身「增傷」及「減傷」增加12%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_1,After our star god uses "normal attack"，he will immediately recover 50 points of "Holy Spirit Value".,,我方星神使用「普通攻擊」後，自身立即回復50點「聖靈值」。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_2,Increases own "health" by 1200 points.,,自身「生命值」增加1200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_3,Unlock Tier 1 potential.,,解鎖第1層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_4,Increases the "Attack Power" of all our star gods by 800 points.,,使我方全體星神「攻擊力」增加800點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_5,Unlock Tier 2 potential.,,解鎖第2層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_6,Increases own "anti-crime rate" by 15%.,,自身「抗暴率」增加15%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_7,Increases own "health" by 21600 points.,,自身「生命值」增加21600點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_8,Unlock Tier 3 potential.,,解鎖第3層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_9,All basic attributes of self increase by 5%.,,自身所有基礎屬性增加5%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_10,Self's "damage increase" and "damage reduction" increase by 8%.,,自身「增傷」及「減傷」增加8%。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_11,Increases own "Vampire rate" by 12%.,,Increases own "Vampire rate" by 12%.,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_12,Unlock Tier 4 potential.,,解鎖第4層潛能。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_13,Increases the "Attack Power" of all our star gods by 1200 points.,,使我方全體星神「攻擊力」增加1200點。,,,,
HeroAdvancedTalentBubble_TalentEffect_1107_14,All basic attributes of self increase by 8%.,,自身所有基礎屬性增加8%。,,,,
